Outer-Loop Fold #,rank_test_score,mean_test_score,mean_train_score,activation,alpha,hidden_layer_sizes,learning_rate_init,solver,,std_test_score,std_train_score
1,1,0.593367601,0.604681557,tanh,0.1,"(2,)",0.01,lbfgs,,0.00455842,0.001416303
1,2,0.593303522,0.606359702,logistic,0.1,"(3,)",0.01,lbfgs,,0.002166675,0.001761157
1,3,0.593301818,0.604664433,tanh,0.1,"(2,)",0.001,lbfgs,,0.00454202,0.001425131
1,4,0.593281768,0.604676167,tanh,0.1,"(2,)",0.1,lbfgs,,0.004509357,0.001421509
1,5,0.593281274,0.605039433,logistic,0.01,"(2,)",0.01,lbfgs,,0.004690059,0.001438516
1,6,0.59303834,0.605053696,logistic,0.01,"(2,)",0.1,lbfgs,,0.004583699,0.001433166
1,7,0.593007103,0.605412671,logistic,1.00E-05,"(2,)",0.01,lbfgs,,0.004801735,0.001534978
1,8,0.592890816,0.605319711,logistic,0.001,"(2,)",0.1,lbfgs,,0.004801711,0.001518057
1,9,0.592734906,0.605364771,tanh,1.00E-05,"(2,)",0.1,lbfgs,,0.004893314,0.001451177
1,10,0.592667488,0.605400078,tanh,0.0001,"(2,)",0.1,lbfgs,,0.004903778,0.001535554
1,11,0.592630982,0.605492846,tanh,1.00E-05,"(2,)",0.01,lbfgs,,0.005138051,0.001496921
1,12,0.59258866,0.605280516,logistic,0.0001,"(2,)",0.01,lbfgs,,0.005388657,0.001694837
1,13,0.592549171,0.605431646,logistic,1.00E-05,"(2,)",0.001,lbfgs,,0.004910991,0.001537996
1,14,0.592466053,0.602834884,logistic,0.1,"(2,)",0.1,lbfgs,,0.004781882,0.001344346
1,15,0.592454794,0.606724175,logistic,0.1,"(3,)",0.001,lbfgs,,0.005275599,0.001875547
1,16,0.592451684,0.605312584,logistic,0.001,"(2,)",0.001,lbfgs,,0.004929479,0.001455897
1,17,0.59236089,0.602918562,logistic,0.1,"(2,)",0.01,lbfgs,,0.004740223,0.001326235
1,18,0.592261964,0.606793592,tanh,0.1,"(3,)",0.001,lbfgs,,0.004099863,0.002545021
1,19,0.591588831,0.609005252,logistic,0.0001,"(3,)",0.001,lbfgs,,0.00642173,0.004132974
1,20,0.591134621,0.610172506,tanh,0.0001,"(3,)",0.001,lbfgs,,0.005134192,0.003333523
1,21,0.590542123,0.609224295,tanh,1.00E-05,"(3,)",0.01,lbfgs,,0.005346314,0.005127681
1,22,0.589964125,0.608175289,logistic,0.1,"(3,)",0.1,lbfgs,,0.004769431,0.000880526
1,23,0.589860499,0.603605641,logistic,0.0001,"(2,)",0.001,lbfgs,,0.009018408,0.002437923
1,24,0.589670181,0.612644854,tanh,1.00E-05,"(3,)",0.1,lbfgs,,0.006801096,0.005244531
1,25,0.589120317,0.610678918,tanh,0.0001,"(3,)",0.01,lbfgs,,0.00686626,0.003722197
1,26,0.588981723,0.610256431,logistic,0.01,"(3,)",0.001,lbfgs,,0.006361069,0.001778137
1,27,0.588769107,0.610034532,tanh,0.001,"(3,)",0.01,lbfgs,,0.00628509,0.002506731
1,28,0.588595295,0.592988053,logistic,0.01,"(2,)",0.001,lbfgs,,0.012554175,0.023807906
1,29,0.58854605,0.610352971,logistic,0.01,"(3,)",0.01,lbfgs,,0.006070069,0.002100193
1,30,0.588350724,0.613152203,logistic,0.0001,"(3,)",0.1,lbfgs,,0.008606098,0.001709098
1,31,0.588340558,0.61067899,logistic,1.00E-05,"(3,)",0.1,lbfgs,,0.005910296,0.002181946
1,32,0.588162113,0.593172311,tanh,0.01,"(2,)",0.001,lbfgs,,0.012487984,0.023896149
1,33,0.587961136,0.609676868,logistic,0.01,"(3,)",0.1,lbfgs,,0.005518306,0.002477959
1,34,0.587890171,0.610167869,tanh,0.001,"(3,)",0.001,lbfgs,,0.007446153,0.003571451
1,35,0.587605416,0.611201576,tanh,0.001,"(3,)",0.1,lbfgs,,0.005015048,0.003706553
1,36,0.587395524,0.612179396,logistic,0.001,"(3,)",0.1,lbfgs,,0.00852486,0.004333623
1,37,0.587129871,0.610246746,logistic,1.00E-05,"(3,)",0.001,lbfgs,,0.009236846,0.003277773
1,38,0.586958397,0.611500554,logistic,0.001,"(3,)",0.01,lbfgs,,0.005103483,0.00246893
1,39,0.586909969,0.60997911,tanh,0.1,"(3,)",0.1,lbfgs,,0.009214633,0.001729468
1,40,0.586731551,0.601376906,logistic,0.0001,"(2,)",0.1,lbfgs,,0.011166764,0.008977797
1,41,0.586720281,0.612511977,logistic,1.00E-05,"(3,)",0.01,lbfgs,,0.007982557,0.002135815
1,42,0.586674383,0.612760913,logistic,0.0001,"(3,)",0.01,lbfgs,,0.005571588,0.000953909
1,43,0.586055044,0.608824431,tanh,0.1,"(3,)",0.01,lbfgs,,0.008041467,0.003083216
1,44,0.585964076,0.610839591,tanh,0.0001,"(3,)",0.1,lbfgs,,0.010047744,0.003132905
1,45,0.585117978,0.610649907,tanh,1.00E-05,"(3,)",0.001,lbfgs,,0.009296973,0.004379104
1,46,0.585066913,0.595625821,logistic,0.1,"(2,)",0.001,lbfgs,,0.017948052,0.013330123
1,47,0.584938759,0.611890451,tanh,0.01,"(3,)",0.1,lbfgs,,0.010373008,0.002085199
1,48,0.584907858,0.609546827,tanh,0.01,"(3,)",0.01,lbfgs,,0.008166237,0.001222849
1,49,0.584742244,0.612081244,logistic,0.001,"(3,)",0.001,lbfgs,,0.008437449,0.001023596
1,50,0.584521983,0.59897621,logistic,0.001,"(2,)",0.01,lbfgs,,0.011749941,0.013540855
1,51,0.582778104,0.594291813,tanh,0.0001,"(2,)",0.01,lbfgs,,0.018063895,0.02277054
1,52,0.582471744,0.594410394,tanh,1.00E-05,"(2,)",0.001,lbfgs,,0.017815768,0.022824093
1,53,0.582432887,0.594607246,tanh,0.001,"(2,)",0.1,lbfgs,,0.020369059,0.0224306
1,54,0.582205735,0.594471207,tanh,0.0001,"(2,)",0.001,lbfgs,,0.017694471,0.02285598
1,55,0.581194204,0.59490523,tanh,0.001,"(2,)",0.01,lbfgs,,0.023845134,0.021378776
1,56,0.580226578,0.594745244,logistic,1.00E-05,"(2,)",0.1,lbfgs,,0.0267404,0.020088668
1,57,0.577336157,0.582461373,logistic,1.00E-05,"(3,)",0.01,sgd,,0.013546909,0.002353086
1,58,0.57228149,0.585785186,tanh,0.001,"(2,)",0.001,lbfgs,,0.019298071,0.020859613
1,59,0.570813985,0.583762605,tanh,0.01,"(2,)",0.1,lbfgs,,0.024867348,0.027174492
1,60,0.570072723,0.583652024,tanh,0.01,"(2,)",0.01,lbfgs,,0.027416765,0.026145058
1,61,0.569539402,0.575049641,logistic,0.001,"(3,)",0.01,sgd,,0.013197036,0.008010948
1,62,0.569259518,0.57492054,logistic,0.001,"(3,)",0.001,sgd,,0.014869254,0.003002742
1,63,0.569156049,0.573471739,logistic,0.01,"(3,)",0.01,sgd,,0.015869481,0.004043211
1,64,0.568424124,0.574988136,logistic,0.1,"(3,)",0.01,sgd,,0.012073431,0.002895665
1,65,0.568094584,0.574001362,logistic,0.0001,"(3,)",0.001,sgd,,0.015767999,0.002831479
1,66,0.567301663,0.573197457,logistic,0.01,"(3,)",0.001,sgd,,0.017363415,0.002962114
1,67,0.566771028,0.571660318,logistic,1.00E-05,"(3,)",0.001,sgd,,0.014513304,0.002639995
1,68,0.565373011,0.572155996,logistic,0.01,"(2,)",0.01,sgd,,0.00690693,0.006623122
1,69,0.565250704,0.569541943,logistic,0.1,"(3,)",0.001,sgd,,0.016477335,0.005303506
1,70,0.565191247,0.575256959,logistic,0.0001,"(3,)",0.01,sgd,,0.006983851,0.00932657
1,71,0.564537358,0.572017517,logistic,0.0001,"(2,)",0.01,sgd,,0.009929991,0.003491664
1,72,0.563881677,0.572795398,tanh,0.001,"(3,)",0.001,sgd,,0.016323005,0.006758813
1,73,0.563487158,0.570209607,tanh,0.01,"(3,)",0.001,sgd,,0.015121307,0.00457024
1,74,0.5630423,0.571302573,tanh,0.1,"(3,)",0.001,sgd,,0.01738759,0.00539334
1,75,0.561339745,0.5668691,tanh,0.01,"(3,)",0.01,sgd,,0.013681562,0.018079647
1,76,0.561037015,0.565963,logistic,0.001,"(2,)",0.001,sgd,,0.01413157,0.001964449
1,77,0.560602358,0.566653123,logistic,0.01,"(2,)",0.001,sgd,,0.014908468,0.003133677
1,78,0.560588567,0.570576563,tanh,1.00E-05,"(3,)",0.01,sgd,,0.026792763,0.013752549
1,79,0.559860743,0.564318041,logistic,0.0001,"(2,)",0.001,sgd,,0.015121608,0.002080376
1,80,0.559520689,0.563271116,logistic,1.00E-05,"(2,)",0.001,sgd,,0.015559969,0.002495344
1,81,0.55922574,0.56288419,logistic,0.1,"(2,)",0.001,sgd,,0.017703376,0.00220871
1,82,0.559081778,0.561976885,tanh,0.0001,"(2,)",0.001,sgd,,0.012472473,0.007022301
1,83,0.55895989,0.566771106,tanh,0.0001,"(3,)",0.001,sgd,,0.015505883,0.003748435
1,84,0.558065321,0.565095304,logistic,1.00E-05,"(2,)",0.01,sgd,,0.01650739,0.011545936
1,85,0.557884353,0.563886729,logistic,0.001,"(2,)",0.01,sgd,,0.014000092,0.014808188
1,86,0.557743739,0.564814201,tanh,1.00E-05,"(3,)",0.001,sgd,,0.019307434,0.006014164
1,87,0.557599516,0.566159132,logistic,0.1,"(2,)",0.01,sgd,,0.012677869,0.00273232
1,88,0.557579033,0.564950343,tanh,0.001,"(2,)",0.001,sgd,,0.018544115,0.005308265
1,89,0.557004809,0.562077708,tanh,1.00E-05,"(2,)",0.001,sgd,,0.014910236,0.002640955
1,90,0.556949051,0.565119607,tanh,0.001,"(3,)",0.01,sgd,,0.022206639,0.012880951
1,91,0.556271734,0.61159415,tanh,0.01,"(3,)",0.001,lbfgs,,0.0555788,0.002154524
1,92,0.555781162,0.560257373,tanh,0.1,"(2,)",0.001,sgd,,0.021947954,0.004516043
1,93,0.555074627,0.561764568,tanh,0.0001,"(3,)",0.01,sgd,,0.025788089,0.022097895
1,94,0.552151421,0.558923881,tanh,0.01,"(2,)",0.001,sgd,,0.021441148,0.004692626
1,95,0.546725192,0.545983249,tanh,1.00E-05,"(2,)",0.01,sgd,,0.032745136,0.019608878
1,96,0.545832984,0.556022644,logistic,0.0001,"(3,)",0.1,sgd,,0.032417408,0.0286978
1,97,0.542212384,0.561265939,tanh,0.1,"(3,)",0.01,sgd,,0.035390035,0.026491561
1,98,0.52847349,0.532585916,logistic,0.01,"(3,)",0.1,sgd,,0.04117108,0.02919542
1,99,0.52672077,0.532509579,logistic,0.0001,"(2,)",0.1,sgd,,0.038487665,0.029570236
1,100,0.513842914,0.527215026,logistic,0.001,"(3,)",0.1,sgd,,0.088141585,0.06944818
1,101,0.513713781,0.519495484,logistic,0.001,"(2,)",0.1,sgd,,0.061582444,0.078046565
1,102,0.509487851,0.521723888,logistic,0.1,"(2,)",0.1,sgd,,0.037334581,0.021233508
1,103,0.50874819,0.51028214,tanh,0.01,"(2,)",0.01,sgd,,0.05914468,0.038580446
1,104,0.502752559,0.515032878,logistic,0.1,"(3,)",0.1,sgd,,0.043326658,0.066087019
1,105,0.501538998,0.507013565,tanh,0.001,"(2,)",0.01,sgd,,0.048084366,0.046224817
1,106,0.495158829,0.509223197,tanh,0.1,"(2,)",0.01,sgd,,0.072392428,0.051302874
1,107,0.481032731,0.485736295,tanh,0.0001,"(2,)",0.01,sgd,,0.065350721,0.053673167
1,108,0.475723636,0.491532519,logistic,0.01,"(2,)",0.1,sgd,,0.139527086,0.124496384
1,109,0.475268488,0.483967046,logistic,1.00E-05,"(2,)",0.1,sgd,,0.116286125,0.105474968
1,110,0.446963628,0.450142366,logistic,1.00E-05,"(3,)",0.1,sgd,,0.227467343,0.22640454
1,111,0.232434344,0.239752746,tanh,0.1,"(3,)",0.1,sgd,,0.129869043,0.129215528
1,112,0.183615177,0.194238567,tanh,0.1,"(2,)",0.1,sgd,,0.227794423,0.241527966
1,113,0.179115448,0.169465531,tanh,1.00E-05,"(2,)",0.1,sgd,,0.22325407,0.208627677
1,114,0.17407964,0.181021819,tanh,1.00E-05,"(3,)",0.1,sgd,,0.222619606,0.225817454
1,115,0.17215361,0.173110832,tanh,0.0001,"(3,)",0.1,sgd,,0.182125606,0.170307735
1,116,0.157500038,0.164824286,tanh,0.01,"(3,)",0.1,sgd,,0.202606342,0.207421125
1,117,0.105322633,0.110934437,tanh,0.001,"(3,)",0.1,sgd,,0.141943909,0.143550254
1,118,0.065095936,0.056030638,tanh,0.0001,"(2,)",0.1,sgd,,0.195194755,0.194539416
1,119,-0.003839937,-0.001874194,tanh,0.001,"(2,)",0.1,sgd,,0.005136771,0.001780438
1,120,-0.012911178,-0.006463098,tanh,0.01,"(2,)",0.1,sgd,,0.01345234,0.004636788